,
Temperature Coefficient of Pmax,-0.310%/°C
Temperature Coefficient of Voc,"-0.26%I""°C"
Temperature Coefficient of Isc,0.046%/°C
Nominal Operating Cell Temperature (NOCT),| 422°C
