,
Dimension: Cell Thickness: Front side:,158.75mmx158.75mm+0.25mm_
Dimension: Cell Thickness: Front side:,470um#20um
Dimension: Cell Thickness: Front side:,"0.06#0.01mm wide bus bars, 102 finger grids,"
Back side:,"0.0640.01mm wide bus bars, 102 finger grids,"
