,
Solar Cells,"Monocrystalline N-type, MBB"
Cell Configuration,144 cells (6x 12 x 2)
Module Dimensions,2279 x 1134 x 35 mm
Weight,32.0 kg
Glass,2.0mm Tempered ARC Glass.
Back Sheet,2.0mm Glass
Frame,"Anodized Aluminium Alloy, Silver"
J-Box,"IP68, 3 bypass diodes"
Cables,"4,0mm?, (+) 380mm, (-) 380mm or customized length"
Connector,MC4 Compatible
