,
Betriebsbedingungen,und Mechanische Daten
Temperatur,-40°C bis +85°C
Schlagfestigkeit,Hagelkorner bis 25 mm Durchmesser bei 23 m/s
Solarzellen,Monocrystalline PERC
Glassabdeckung,"3,2 mm, gehartetes Glas"
Anschlussdose,"IP-68-zertifiziert, 3 Bypass Dioden"
Anschlusskabel,Staubli MC4
Gewicht,"21,0 kg"
Max. Belastbarkeit?,"Wind: 2400 Pa, 245 kg/m? Vorder- und Hinterseite Schnee: 5400 Pa, 550 kg/m? Vorderseite"
Rahmen,Eloxierte Aluminiumlegierung (schwarz)
