,
NMOT (Nominal Module Operating Temperature),41°C (43°C)
Temperature Coefficient of Pmiax,-0.34%/°C
Temperature Coefficient of Voc,0.25%/°C
Temperature Coefficient of Isc,0.040%/°C.
