,
Temperature Characteristics,
Pmax Temperature Coe’cient,-0.34 %PC
Voc Temperature Coe’cient,-0.27 %/P°C
Isc Temperature Coe’cient,+0.05 %/°C
Operating Temperature,-40°+85 °C
Nominal Operating Cell Temperature (NOCT),45£2 °C
